account_id,customer_id,account_type,currency,balance,opened_date,status
ACC_003933,CUST_03253,savings,USD,6758.41,2021-04-30,active
ACC_003934,CUST_01419,savings,GBP,4852.09,2024-08-17,closed
ACC_003935,CUST_04540,checking,USD,4565.42,2024-03-30,suspended
ACC_003936,CUST_03814,checking,EUR,-277.76,2024-11-22,suspended
ACC_003937,CUST_01725,checking,USD,7601.18,2024-01-22,suspended
ACC_003938,CUST_02927,savings,GBP,4845.83,2022-03-28,suspended
ACC_003939,CUST_04382,checking,GBP,3690.12,2025-04-17,active
ACC_003940,CUST_01654,savings,EUR,5765.42,2024-05-30,closed
ACC_003941,CUST_99999,checking,USD,2468.57,2021-05-25,active
ACC_003942,CUST_04691,checking,GBP,3752.42,2025-06-25,closed
ACC_003943,CUST_00544,checking,GBP,5322.76,2022-09-28,active
ACC_003944,CUST_04673,savings,GBP,2964.34,2025-08-01,active
ACC_003945,CUST_04728,savings,USD,62.97,2022-08-20,suspended
ACC_003946,CUST_02852,savings,GBP,-425.42,2023-01-26,closed
ACC_003947,CUST_01628,checking,EUR,6337.2,2021-05-05,suspended
ACC_003948,CUST_04189,savings,GBP,4906.67,2021-06-21,suspended
ACC_003949,CUST_01608,savings,USD,4800.59,2023-11-07,closed
ACC_003950,CUST_03851,savings,GBP,1514.59,2025-06-16,suspended
ACC_003951,CUST_04861,checking,GBP,4938.35,2023-10-29,suspended
ACC_003952,CUST_00943,savings,EUR,3798.64,2022-01-28,active
ACC_003953,CUST_01236,savings,GBP,3199.81,2024-04-09,active
ACC_003954,CUST_01289,savings,USD,4774.85,2024-10-08,suspended
ACC_003955,CUST_03771,checking,EUR,5889.29,2023-01-09,suspended
ACC_003956,CUST_01143,savings,GBP,10249.71,2025-05-28,unknown
ACC_003957,CUST_00731,savings,GBP,6695.88,2022-12-18,closed
ACC_003958,CUST_03298,savings,GBP,7572.69,2022-12-30,active
ACC_003959,CUST_00342,savings,USD,8313.97,2022-09-27,suspended
ACC_003960,CUST_00261,checking,GBP,2707.93,2022-02-20,suspended
ACC_003961,CUST_02809,checking,GBP,4037.35,2025-07-20,active
ACC_003962,CUST_01753,savings,EUR,2285.27,2024-03-22,suspended
ACC_003963,CUST_01576,checking,EUR,2954.53,2024-09-01,closed
ACC_003964,CUST_01707,savings,USD,3715.27,2023-02-14,active
ACC_003965,CUST_03730,checking,USD,2883.03,2023-10-02,active
ACC_003966,CUST_01225,checking,GBP,5672.31,2021-11-17,active
ACC_003967,CUST_00738,checking,GBP,6298.53,2022-06-03,suspended
ACC_003968,CUST_03234,savings,EUR,1081.57,2025-02-22,active
ACC_003969,CUST_04722,checking,GBP,4063.75,2024-04-03,active
ACC_003970,CUST_04885,checking,EUR,4096.61,2023-09-08,active
ACC_003971,CUST_00140,savings,USD,582.78,2023-12-12,closed
ACC_003972,CUST_02866,checking,GBP,2701.56,2025-11-12,suspended
ACC_003973,CUST_00010,savings,USD,7620.36,2025-12-08,suspended
ACC_003974,CUST_04660,checking,GBP,7581.73,2025-09-29,suspended
ACC_003975,CUST_04779,checking,GBP,112.43,2025-10-14,active
ACC_003976,CUST_01874,checking,GBP,6416.39,2023-09-29,active
ACC_003977,CUST_02256,savings,EUR,589.14,2025-08-27,closed
ACC_003978,CUST_04503,checking,USD,3795.55,2022-10-08,closed
ACC_003979,CUST_03173,checking,GBP,4708.04,2024-03-16,active
ACC_003980,CUST_00221,checking,GBP,7258.33,2024-12-20,suspended
ACC_003981,CUST_01279,savings,GBP,4476.24,2023-04-11,unknown
ACC_003982,CUST_00440,checking,GBP,1958.41,2022-03-07,closed
ACC_003983,CUST_01326,checking,GBP,1448.18,2024-02-18,suspended
ACC_003984,CUST_04053,checking,GBP,5503.97,2022-07-29,active
ACC_003985,CUST_04907,savings,EUR,3098.6,2021-03-01,suspended
ACC_003986,CUST_00699,checking,EUR,3773.92,2025-01-16,suspended
ACC_003987,CUST_00183,checking,GBP,$7911.39,2023-05-05,active
ACC_003988,CUST_01036,checking,USD,6304.69,2026-01-25,suspended
ACC_003989,CUST_00876,checking,EUR,9760.69,2024-09-15,closed
ACC_003990,CUST_01299,savings,GBP,1945.41,2026-02-16,suspended
ACC_003991,CUST_02338,savings,GBP,2872.43,2025-04-07,active
ACC_003992,CUST_01021,savings,USD,5551.06,2025-09-07,closed
ACC_003993,CUST_03322,checking,USD,10456.39,2025-08-09,suspended
ACC_003994,CUST_03698,checking,EUR,2615.4,2023-12-31,closed
ACC_003995,CUST_00531,checking,EUR,$5115.23,2024-06-18,suspended
ACC_003996,CUST_02851,checking,EUR,8963.69,2024-04-18,closed
ACC_003997,CUST_01412,savings,EUR,5149.76,2021-05-01,closed
ACC_003998,CUST_00871,savings,EUR,8060.01,2021-12-14,closed
ACC_003999,CUST_03556,savings,GBP,10872.47,2025-02-15,active
ACC_004000,CUST_04546,savings,GBP,5885.37,2023-03-18,suspended
ACC_004001,CUST_01004,savings,GBP,$6375.44,2025-10-30,active
ACC_004002,CUST_03379,savings,GBP,7228.84,2026-02-11,closed
ACC_004003,CUST_03265,checking,GBP,2286.89,2025-10-17,closed
ACC_004004,CUST_01326,checking,USD,555.3,2024-02-01,unknown
ACC_004005,CUST_04459,savings,USD,5475.36,2023-01-26,unknown
ACC_004006,CUST_03000,checking,GBP,3124.61,2023-05-03,active
ACC_004007,CUST_04855,savings,USD,8158.27,2021-11-26,active
ACC_004008,CUST_02807,savings,EUR,5942.89,2022-04-19,active
ACC_004009,CUST_01601,savings,EUR,8107.43,2025-08-20,closed
ACC_004010,CUST_00832,savings,GBP,1395.05,2024-03-15,closed
ACC_004011,CUST_01877,checking,GBP,8004.61,2025-11-14,active
ACC_004012,CUST_99999,checking,USD,-1896.27,2025-01-02,closed
ACC_004013,CUST_04030,checking,GBP,1641.17,2025-04-02,closed
ACC_004014,CUST_01433,savings,USD,6896.72,2023-02-28,active
ACC_004015,CUST_00203,savings,USD,3492.32,2025-04-02,closed
ACC_004016,CUST_01488,checking,USD,3781.09,2025-03-21,suspended
ACC_004017,CUST_02910,checking,EUR,5321.7,2025-09-29,suspended
ACC_004018,CUST_03518,checking,EUR,9265.87,2026-02-06,active
ACC_004019,CUST_01675,savings,USD,-765.31,2024-10-20,active
ACC_004020,CUST_02734,savings,USD,8746.12,2025-01-10,active
ACC_004021,CUST_04972,checking,GBP,8922.38,2024-04-29,closed
ACC_004022,CUST_02082,checking,EUR,3486.88,2023-10-07,closed
ACC_004023,CUST_01219,savings,EUR,2915.35,2026-01-26,suspended
ACC_004024,CUST_00524,savings,GBP,4646.09,2023-03-03,suspended
ACC_004025,CUST_03891,savings,GBP,2851.48,2023-07-22,active
ACC_004026,CUST_02179,checking,EUR,6034.33,2025-06-07,closed
ACC_004027,CUST_00820,checking,EUR,6425.04,2022-07-20,suspended
ACC_004028,CUST_04827,savings,GBP,338.27,2022-08-04,active
ACC_004029,CUST_00414,checking,USD,2238.93,2024-08-01,closed
ACC_004030,CUST_03828,savings,EUR,1444.58,2025-11-11,active
ACC_004031,CUST_00160,checking,USD,5644.06,2024-11-15,active
ACC_004032,CUST_04455,savings,USD,7617.0,2025-03-05,suspended
ACC_004033,CUST_02208,savings,EUR,1779.69,2021-08-11,active
ACC_004034,CUST_00538,checking,GBP,7595.83,2022-01-05,active
ACC_004035,CUST_02093,savings,USD,2225.6,2021-08-24,closed
ACC_004036,CUST_04898,checking,EUR,7155.87,2025-01-29,suspended
ACC_004037,CUST_04335,checking,USD,4148.81,2025-11-25,active
ACC_004038,CUST_00533,savings,EUR,3674.9,2022-05-28,suspended
ACC_004039,CUST_03596,savings,EUR,8427.35,2023-02-09,closed
ACC_004040,CUST_04939,checking,GBP,10363.07,2024-04-27,closed
ACC_004041,CUST_03129,savings,GBP,-825.25,2024-08-06,active
ACC_004042,CUST_03972,checking,GBP,6798.31,2026-01-06,closed
ACC_004043,CUST_03931,checking,GBP,5532.0,2022-03-27,active
ACC_004044,CUST_01427,checking,EUR,6973.65,2026-01-19,active
ACC_004045,CUST_99999,checking,USD,684.46,2021-05-03,suspended
ACC_004046,CUST_00933,checking,GBP,1747.04,2025-05-22,active
ACC_004047,CUST_02163,savings,EUR,2985.71,2024-04-28,suspended
ACC_004048,CUST_01143,savings,GBP,5639.2,2026-01-15,closed
ACC_004049,CUST_00417,checking,USD,2802.04,2022-10-31,active
ACC_004050,CUST_00865,savings,EUR,4030.93,2023-11-15,active
ACC_004051,CUST_01297,savings,USD,7491.58,2024-04-03,suspended
ACC_004052,CUST_02125,savings,USD,11146.44,2024-09-08,active
ACC_004053,CUST_01926,checking,USD,7277.6,2024-08-11,suspended
ACC_004054,CUST_04682,checking,GBP,7578.19,2025-02-15,active
ACC_004055,CUST_00684,checking,GBP,4454.45,2021-07-09,suspended
ACC_004056,CUST_04403,checking,USD,2328.19,2025-02-07,suspended
ACC_004057,CUST_00250,savings,USD,4022.13,2023-02-24,closed
ACC_004058,CUST_02130,checking,USD,4826.29,2024-04-15,active
ACC_004059,CUST_01316,savings,EUR,1519.59,2023-03-17,closed
ACC_004060,CUST_04275,savings,USD,7445.36,2022-09-08,closed
ACC_004061,CUST_04152,checking,EUR,9558.35,2022-04-07,active
ACC_004062,CUST_04416,savings,GBP,5367.27,2026-01-16,active
ACC_004063,CUST_02125,savings,EUR,8252.22,2023-09-17,closed
ACC_004064,CUST_02623,checking,USD,8625.3,2022-11-12,active
ACC_004065,CUST_01473,savings,EUR,1896.05,2025-02-10,suspended
ACC_004066,CUST_00697,checking,USD,-213.42,2024-01-28,closed
ACC_004067,CUST_00749,savings,GBP,3502.95,2025-11-20,suspended
ACC_004068,CUST_04093,checking,GBP,5287.65,2022-09-25,suspended
ACC_004069,CUST_03469,savings,EUR,1411.6,2023-04-11,suspended
ACC_004070,CUST_03212,checking,USD,9266.67,2023-11-10,suspended
ACC_004071,CUST_00409,checking,GBP,10846.4,2022-09-23,suspended
ACC_004072,CUST_02905,savings,USD,5537.59,2021-12-19,active
ACC_004073,CUST_99999,savings,USD,2054.61,2023-08-05,closed
ACC_004074,CUST_00921,checking,EUR,6458.89,2024-03-17,active
ACC_004075,CUST_04049,savings,GBP,2045.18,2021-05-21,closed
ACC_004076,CUST_02327,savings,EUR,8429.28,2023-06-25,suspended
ACC_004077,CUST_03091,checking,GBP,$4305.71,2023-01-22,closed
ACC_004078,CUST_04759,checking,GBP,7181.76,2025-04-22,closed
ACC_004079,CUST_00370,checking,USD,7705.69,2026-02-07,suspended
ACC_004080,CUST_02318,checking,EUR,6613.87,2024-11-20,suspended
ACC_004081,CUST_02036,checking,USD,10355.84,2024-07-11,closed
ACC_004082,CUST_00209,checking,EUR,5534.82,2022-05-27,suspended
ACC_004083,CUST_02559,savings,GBP,3490.41,2023-02-16,closed
ACC_004084,CUST_00095,savings,USD,-1306.57,2024-06-09,closed
ACC_004085,CUST_00837,checking,GBP,-1851.88,2022-11-12,active
ACC_004086,CUST_02912,savings,USD,6956.11,2021-02-21,closed
ACC_004087,CUST_02254,savings,GBP,4448.47,2023-03-22,suspended
ACC_004088,CUST_04701,savings,EUR,2553.81,2023-04-01,suspended
ACC_004089,CUST_03277,savings,USD,1658.28,2021-08-14,active
ACC_004090,CUST_03570,savings,EUR,7222.86,2024-05-29,closed
ACC_004091,CUST_03928,savings,USD,2049.39,2025-01-04,closed
ACC_004092,CUST_04931,savings,EUR,9891.98,2021-11-29,active
ACC_004093,CUST_00519,savings,EUR,12052.96,2022-09-02,active
ACC_004094,CUST_01756,savings,USD,2299.89,2023-02-14,suspended
ACC_004095,CUST_02033,checking,USD,7009.48,2022-01-28,suspended
ACC_004096,CUST_01337,savings,USD,6320.06,2023-03-24,closed
ACC_004097,CUST_00884,savings,GBP,2037.05,2022-04-21,closed
ACC_004098,CUST_03339,savings,EUR,2054.04,2024-04-13,active
ACC_004099,CUST_02036,savings,EUR,4632.23,2023-09-15,closed
ACC_004100,CUST_04557,savings,EUR,1584.83,31-02-2020,closed
ACC_004101,CUST_00179,savings,EUR,8273.77,2022-11-07,closed
ACC_004102,CUST_02474,checking,GBP,4261.67,2021-11-03,closed
ACC_004103,CUST_01020,savings,EUR,1638.11,2025-01-17,closed
ACC_004104,CUST_00258,savings,USD,4733.03,2024-01-15,closed
ACC_004105,CUST_02241,savings,USD,6399.27,2024-07-14,closed
ACC_004106,CUST_03293,savings,EUR,2826.66,2021-03-17,suspended
ACC_004107,CUST_03966,savings,USD,-979.27,2023-06-03,active
ACC_004108,CUST_02119,savings,USD,5379.1,2021-02-22,suspended
ACC_004109,CUST_00023,checking,EUR,1349.0,2022-03-27,suspended
ACC_004110,CUST_01191,savings,EUR,2618.76,2025-12-30,active
ACC_004111,CUST_03627,checking,EUR,6407.32,2022-03-20,unknown
ACC_004112,CUST_00856,savings,EUR,3236.3,2021-09-24,suspended
ACC_004113,CUST_01513,checking,USD,4576.66,2023-04-20,closed
ACC_004114,CUST_02171,checking,USD,9359.15,2025-01-08,suspended
ACC_004115,CUST_04410,savings,USD,3943.89,31-02-2020,suspended
ACC_004116,CUST_03242,checking,EUR,11063.95,2025-11-12,suspended
ACC_004117,CUST_03122,checking,USD,7219.74,2025-12-25,active
ACC_004118,CUST_02681,checking,USD,$2205.88,2023-11-06,closed
ACC_004119,CUST_02568,savings,GBP,3570.94,2025-01-11,active
ACC_004120,CUST_01104,savings,GBP,1212.07,2021-04-06,suspended
ACC_004121,CUST_03913,checking,GBP,6912.37,2021-05-24,suspended
ACC_004122,CUST_03125,savings,EUR,8973.54,2023-11-29,active
ACC_004123,CUST_00576,checking,GBP,3924.82,2024-09-21,closed
ACC_004124,CUST_00506,savings,USD,-584.18,2021-10-06,suspended
ACC_004125,CUST_04548,checking,GBP,6081.41,2026-01-29,closed
ACC_004126,CUST_02575,savings,EUR,2414.05,2022-11-28,suspended
ACC_004127,CUST_01030,savings,USD,2867.99,2025-05-24,suspended
ACC_004128,CUST_02129,checking,EUR,5934.58,2025-12-18,suspended
ACC_004129,CUST_00457,checking,EUR,8695.95,2022-01-26,active
ACC_004130,CUST_99999,savings,USD,7218.51,2024-11-22,suspended
ACC_004131,CUST_04689,checking,GBP,6288.5,2022-10-24,closed
ACC_004132,CUST_04344,checking,GBP,$4528.24,2024-12-07,active
ACC_004133,CUST_02402,checking,EUR,1038.69,2023-10-27,suspended
ACC_004134,CUST_99999,checking,EUR,6043.83,2023-10-07,closed
ACC_004135,CUST_03362,savings,EUR,7153.19,2023-11-03,closed
ACC_004136,CUST_02147,savings,GBP,3214.75,2022-01-09,closed
ACC_004137,CUST_02578,checking,EUR,3900.91,2022-07-20,closed
ACC_004138,CUST_03629,checking,USD,8330.16,2022-01-09,active
ACC_004139,CUST_04679,checking,EUR,3822.57,2023-03-08,closed
ACC_004140,CUST_01808,savings,USD,4188.32,2021-05-28,suspended
ACC_004141,CUST_00236,checking,GBP,4734.8,2024-12-06,active
ACC_004142,CUST_03027,checking,EUR,6996.67,2025-09-10,closed
ACC_004143,CUST_01071,savings,EUR,5879.99,2022-09-13,closed
ACC_004144,CUST_02369,savings,GBP,5657.79,2021-08-27,closed
ACC_004145,CUST_02736,checking,GBP,$9553.61,2022-04-17,active
ACC_004146,CUST_00075,checking,GBP,3771.44,2024-01-31,active
ACC_004147,CUST_99999,savings,GBP,2148.4,2024-01-08,closed
ACC_004148,CUST_01483,checking,EUR,8066.29,2025-04-28,closed
ACC_004149,CUST_03882,checking,EUR,5692.79,2022-06-30,active
ACC_004150,CUST_02588,savings,EUR,3232.26,2025-01-12,active
ACC_004151,CUST_00849,savings,GBP,$3920.4,2023-11-08,closed
ACC_004152,CUST_00818,savings,EUR,1178.21,2023-04-18,suspended
ACC_004153,CUST_02057,checking,GBP,5695.04,2025-06-24,active
ACC_004154,CUST_04397,savings,GBP,615.74,2025-07-10,closed
ACC_004155,CUST_04823,checking,EUR,7046.08,2026-01-06,suspended
ACC_004156,CUST_04051,savings,GBP,3432.8,2023-09-11,active
ACC_004157,CUST_01416,checking,EUR,817.91,2022-02-24,active
ACC_004158,CUST_02238,checking,GBP,8291.75,2025-11-05,suspended
ACC_004159,CUST_03346,checking,GBP,11769.18,2023-09-17,suspended
ACC_004160,CUST_03481,savings,GBP,6311.96,2023-11-15,suspended
ACC_004161,CUST_00908,savings,GBP,4143.74,2024-06-12,active
ACC_004162,CUST_04331,checking,GBP,2119.79,2021-07-06,suspended
ACC_004163,CUST_03921,checking,GBP,5785.5,2023-04-01,closed
ACC_004164,CUST_02832,checking,USD,6910.2,2026-01-07,active
ACC_004165,CUST_03778,checking,USD,5020.68,2024-09-26,active
ACC_004166,CUST_03018,checking,USD,7686.31,2024-02-09,active
ACC_004167,CUST_02537,savings,GBP,9541.67,2023-12-26,suspended
ACC_004168,CUST_04566,savings,USD,1220.94,2021-08-31,closed
ACC_004169,CUST_02074,checking,EUR,5882.15,2025-05-23,active
ACC_004170,CUST_00257,checking,EUR,-710.0,2022-03-12,closed
ACC_004171,CUST_03009,checking,USD,2557.85,2025-08-24,closed
ACC_004172,CUST_02773,savings,GBP,7159.59,2025-12-31,active
ACC_004173,CUST_00912,savings,GBP,4859.58,2024-07-21,active
ACC_004174,CUST_03665,checking,USD,167.3,2023-06-24,suspended
ACC_004175,CUST_04024,savings,EUR,8149.73,2022-10-25,closed
ACC_004176,CUST_03261,savings,GBP,3370.3,2024-07-25,suspended
ACC_004177,CUST_02404,savings,EUR,7552.66,2022-07-13,active
ACC_004178,CUST_00251,savings,USD,6538.05,2023-09-29,suspended
ACC_004179,CUST_03108,savings,GBP,2500.62,2024-07-07,closed
ACC_004180,CUST_02896,savings,USD,7606.72,2021-05-19,suspended
ACC_004181,CUST_00497,savings,USD,5955.85,2022-11-18,closed
ACC_004182,CUST_02022,savings,EUR,5525.14,31-02-2020,closed
ACC_004183,CUST_01592,savings,EUR,3595.55,2025-12-16,suspended
ACC_004184,CUST_01880,checking,USD,1691.83,2021-11-22,suspended
ACC_004185,CUST_04120,savings,EUR,3743.96,2021-08-30,suspended
ACC_004186,CUST_01879,checking,GBP,3678.65,2024-04-14,closed
ACC_004187,CUST_99999,savings,USD,7554.86,2022-12-16,suspended
ACC_004188,CUST_00850,savings,USD,53.05,2021-11-05,closed
ACC_004189,CUST_03608,checking,USD,9412.14,2024-02-26,closed
ACC_004190,CUST_04212,savings,EUR,9576.79,2021-09-05,closed
ACC_004191,CUST_01411,checking,EUR,3076.99,2024-01-03,closed
ACC_004192,CUST_02944,checking,EUR,9204.72,2025-06-20,closed
ACC_004193,CUST_00438,savings,USD,1983.25,2023-07-14,closed
ACC_004194,CUST_00540,checking,USD,8381.38,2025-01-23,suspended
ACC_004195,CUST_01781,checking,USD,2541.02,2024-02-08,suspended
ACC_004196,CUST_00877,savings,USD,8100.31,2024-10-03,suspended
ACC_004197,CUST_02625,savings,USD,687.82,2023-08-20,suspended
ACC_004198,CUST_01010,savings,USD,8248.56,2024-11-30,unknown
ACC_004199,CUST_04115,checking,USD,8865.74,2023-03-12,suspended
ACC_004200,CUST_03162,checking,USD,591.28,2021-07-10,suspended
ACC_004201,CUST_04214,savings,USD,10271.78,2022-04-12,suspended
ACC_004202,CUST_00499,checking,EUR,8055.49,2021-09-08,closed
ACC_004203,CUST_04741,savings,EUR,-993.98,2022-03-11,active
ACC_004204,CUST_02246,checking,USD,3530.12,2024-12-29,active
ACC_004205,CUST_02079,checking,GBP,8112.81,2025-03-29,active
ACC_004206,CUST_00733,checking,USD,7169.33,2025-03-24,closed
ACC_004207,CUST_01433,checking,GBP,5335.36,2025-06-18,unknown
ACC_004208,CUST_04560,savings,USD,7783.89,2023-04-04,closed
ACC_004209,CUST_01333,savings,GBP,2377.91,2023-11-01,suspended
ACC_004210,CUST_00845,savings,GBP,5142.09,2025-04-13,suspended
ACC_004211,CUST_04503,checking,GBP,2463.26,2022-01-19,closed
ACC_004212,CUST_01287,savings,GBP,5404.43,2024-10-01,suspended
ACC_004213,CUST_04216,savings,USD,8003.09,2024-08-12,suspended
ACC_004214,CUST_04563,savings,GBP,7344.68,2022-09-07,active
ACC_004215,CUST_00992,savings,GBP,5668.67,2025-12-17,active
ACC_004216,CUST_01516,savings,GBP,7969.08,2023-11-23,active
ACC_004217,CUST_00133,savings,USD,8264.53,2022-02-18,suspended
ACC_004218,CUST_03161,checking,EUR,10391.97,2023-01-02,closed
ACC_004219,CUST_00938,savings,GBP,8502.4,2024-12-20,suspended
ACC_004220,CUST_04889,checking,USD,6969.27,2023-09-26,closed
ACC_004221,CUST_00996,savings,USD,7802.27,2024-03-06,active
ACC_004222,CUST_02420,savings,EUR,5730.68,2022-10-22,closed
ACC_004223,CUST_00761,checking,GBP,4160.15,2023-10-03,suspended
ACC_004224,CUST_01927,checking,EUR,7602.83,2022-09-29,suspended
ACC_004225,CUST_01998,savings,USD,7271.37,2022-12-06,suspended
ACC_004226,CUST_00388,checking,EUR,5875.87,2022-11-02,closed
ACC_004227,CUST_04508,savings,GBP,4416.22,2023-01-22,closed
ACC_004228,CUST_02534,checking,USD,4249.84,2024-07-12,closed
ACC_004229,CUST_00800,savings,GBP,3773.87,2021-07-28,active
ACC_004230,CUST_00138,checking,EUR,8767.12,2025-10-16,active
ACC_004231,CUST_00028,checking,EUR,8535.28,2024-03-13,closed
ACC_004232,CUST_04819,checking,EUR,8406.51,2025-01-08,unknown
ACC_004233,CUST_02714,savings,USD,1844.42,2025-03-01,active
ACC_004234,CUST_03570,checking,USD,3922.13,2021-08-07,closed
ACC_004235,CUST_03457,checking,GBP,4227.83,2022-12-01,active
ACC_004236,CUST_00106,checking,EUR,3181.57,2021-12-12,closed
ACC_004237,CUST_00708,savings,USD,10587.79,2023-08-01,active
ACC_004238,CUST_02311,savings,EUR,6201.39,2021-09-13,suspended
ACC_004239,CUST_02653,savings,EUR,5985.83,2022-02-23,suspended
ACC_004240,CUST_04845,checking,USD,3602.24,2022-10-30,closed
ACC_004241,CUST_00343,savings,EUR,7586.28,2021-09-28,suspended
ACC_004242,CUST_01594,checking,EUR,11574.61,2025-11-14,suspended
ACC_004243,CUST_01657,checking,USD,5242.85,2025-04-28,active
ACC_004244,CUST_03095,checking,GBP,4299.46,2024-09-29,closed
ACC_004245,CUST_04971,checking,GBP,4728.24,2023-07-11,suspended
ACC_004246,CUST_01917,checking,USD,4033.84,2022-05-01,suspended
ACC_004247,CUST_04260,savings,EUR,$4991.4,2021-02-19,suspended
ACC_004248,CUST_03975,savings,EUR,3165.58,2025-04-19,active
ACC_004249,CUST_03039,checking,GBP,2340.35,2022-01-02,closed
ACC_004250,CUST_03715,savings,USD,4936.28,2024-12-01,closed
ACC_004251,CUST_03088,savings,USD,$5243.3,2023-03-27,suspended
ACC_004252,CUST_01939,savings,GBP,4180.66,2022-05-17,active
ACC_004253,CUST_01087,checking,USD,$9370.93,2021-08-25,closed
ACC_004254,CUST_03723,savings,EUR,6246.47,2024-09-24,active
ACC_004255,CUST_02479,savings,USD,7227.37,2021-12-11,active
ACC_004256,CUST_04682,checking,GBP,7307.07,2025-10-03,active
ACC_004257,CUST_03776,checking,EUR,5313.94,2023-07-13,suspended
ACC_004258,CUST_02575,savings,EUR,5655.95,2025-02-12,closed
ACC_004259,CUST_03743,checking,USD,2419.5,2023-07-09,active
ACC_004260,CUST_01130,checking,EUR,6967.95,2024-09-03,closed
ACC_004261,CUST_04932,savings,GBP,4000.06,2021-12-13,active
ACC_004262,CUST_04438,savings,EUR,3080.75,2023-04-02,active
ACC_004263,CUST_04985,checking,GBP,8905.9,2025-02-12,closed
ACC_004264,CUST_02181,savings,GBP,1003.28,2025-03-09,active
ACC_004265,CUST_04941,checking,EUR,10157.23,2026-02-02,suspended
ACC_004266,CUST_04813,savings,EUR,9919.79,2021-09-24,active
ACC_004267,CUST_02165,checking,EUR,4333.28,2025-09-07,active
ACC_004268,CUST_00862,checking,USD,10355.6,2023-01-18,closed
ACC_004269,CUST_03054,checking,GBP,2334.97,2022-03-28,closed
ACC_004270,CUST_03564,savings,GBP,7982.27,2024-09-28,suspended
ACC_004271,CUST_01159,savings,EUR,5050.4,2024-05-23,closed
ACC_004272,CUST_00000,savings,USD,-419.18,2021-07-20,active
ACC_004273,CUST_00519,checking,GBP,3106.97,2021-10-07,suspended
ACC_004274,CUST_02803,checking,EUR,4476.49,2022-02-01,active
ACC_004275,CUST_03763,savings,GBP,7337.02,2023-03-15,active
ACC_004276,CUST_02281,checking,GBP,3568.75,2022-07-09,suspended
ACC_004277,CUST_01334,checking,USD,4180.56,2023-12-13,closed
ACC_004278,CUST_00041,savings,GBP,6622.95,2022-09-12,closed
ACC_004279,CUST_04261,savings,GBP,6464.29,2022-02-09,suspended
ACC_004280,CUST_02144,checking,GBP,4724.82,2023-02-21,active
ACC_004281,CUST_01116,checking,GBP,4091.46,2025-08-04,closed
ACC_004282,CUST_99999,checking,GBP,7817.92,2025-06-10,closed
ACC_004283,CUST_00539,savings,EUR,4074.6,2022-01-23,suspended
ACC_004284,CUST_00483,savings,GBP,1431.84,2021-09-26,suspended
ACC_004285,CUST_03045,savings,USD,3816.8,31-02-2020,active
ACC_004286,CUST_03799,savings,USD,6640.45,2021-12-06,active
ACC_004287,CUST_02580,savings,EUR,4552.13,2021-05-14,active
ACC_004288,CUST_00357,checking,GBP,3491.71,2023-08-30,closed
ACC_004289,CUST_00436,savings,GBP,1235.59,2021-08-29,active
ACC_004290,CUST_00268,checking,GBP,4568.19,2021-04-07,closed
ACC_004291,CUST_04863,checking,USD,5683.74,2022-05-24,active
ACC_004292,CUST_00037,checking,EUR,1977.85,2022-06-03,suspended
ACC_004293,CUST_00709,checking,USD,4432.14,2023-01-18,suspended
ACC_004294,CUST_02680,checking,GBP,1718.31,2023-05-05,suspended
ACC_004295,CUST_01153,checking,EUR,4613.67,2026-02-01,suspended
ACC_004296,CUST_04549,savings,EUR,10176.49,2021-07-15,closed
ACC_004297,CUST_01077,checking,EUR,5515.14,2024-10-29,closed
ACC_004298,CUST_00946,checking,USD,255.28,2023-12-25,active
ACC_004299,CUST_04216,savings,EUR,5993.39,2021-10-30,active
ACC_004300,CUST_02546,savings,GBP,8935.44,2025-09-02,suspended
ACC_004301,CUST_00579,savings,EUR,847.83,2023-09-09,closed
ACC_004302,CUST_00371,savings,EUR,1863.52,2025-01-14,suspended
ACC_004303,CUST_03303,savings,USD,5775.05,2026-01-16,active
ACC_004304,CUST_00562,checking,EUR,4738.65,2021-08-03,active
ACC_004305,CUST_02948,checking,EUR,8633.51,2023-06-08,suspended
ACC_004306,CUST_01982,checking,GBP,4458.09,2025-08-19,closed
ACC_004307,CUST_04341,savings,EUR,7476.34,2023-09-03,closed
ACC_004308,CUST_04470,checking,GBP,9584.31,2022-12-31,suspended
ACC_004309,CUST_03516,checking,GBP,2397.23,2025-12-09,suspended
ACC_004310,CUST_04488,savings,USD,7243.02,2021-05-11,closed
ACC_004311,CUST_02454,savings,USD,3797.42,2024-08-28,closed
ACC_004312,CUST_01448,checking,GBP,-1645.71,2024-12-09,closed
ACC_004313,CUST_02440,checking,GBP,6429.13,2025-08-20,suspended
ACC_004314,CUST_00388,checking,EUR,6798.32,2026-01-16,active
ACC_004315,CUST_03649,checking,EUR,352.27,2024-07-13,suspended
ACC_004316,CUST_00410,checking,EUR,3638.21,2023-09-16,closed
ACC_004317,CUST_02748,checking,GBP,3130.98,2024-01-13,closed
ACC_004318,CUST_03252,savings,GBP,7429.96,2021-05-06,suspended
ACC_004319,CUST_01497,savings,USD,352.43,2021-02-24,active
ACC_004320,CUST_04430,checking,EUR,5320.28,2023-05-15,active
ACC_004321,CUST_00348,checking,USD,-2019.08,2025-06-07,suspended
ACC_004322,CUST_02535,savings,USD,6138.53,2022-08-28,suspended
ACC_004323,CUST_00833,savings,GBP,5375.39,2022-06-14,active
